t_content,title,reporter,info
오세훈 국민의 서울시장 후보와 김종인 비상대책위원장 주호영 원내대표 정진석 의원 나경원 전 의원 등이 6일 오후 서울 서대문구 현대백화점 유플렉스 앞에서 열린 집중유세에서 지지를 호소하고 있다.연합뉴스.. .15589479793640 .. .15670434594650 내일은 표로 심판하는 날입니다 6일 밤 10시 20분께 서울시 중구평화시장을 찾은 오세훈 국민의 서울시장 보궐선거 후보는 쉰 목소리로 표를 호소했다. 오 후보는 이번 선거를 치르게 된 이유를 시민들께서 깊이 생각해 보셨으면 좋겠다. 지지율과 투표는 별개다. 반드시 투표에 참여해 달라고 당부했다. 이 일정을 끝으로 오 후보는 지난달 25일부터 13일간 달려온 선거 유세를 마무리했다.오 후보는 기자들과 만나 지금까지 여러 서울 지역을 뛰어다녔는데 드디어 내일은 표로 심판하는 날이라고 거듭 강조했다. 그는 지난 10년 세월은 서울시의 정체기였다며 이제 다시 차게 뛰는 서울 비상하는 서울을 반드시 만들겠다고 말했다. ......1.8......0.. . 77 오 후보는 유세 기간 동안 아쉬웠던 순간이 있었느냐는 질문에 박영선 더불어민주당 서울시장 후보를 에둘러 비판하기도 했다. 그는 서울의 비전과 정책에 대해 충분히 전달드리고자 했는데 상대방 후보가 그걸 별로 원하지 않아 한 것 같다며 지나치게 과거의 모습으로 선거가 치러진 것 같아 유권자들께 송구스럽고 죄송스럽다고 했다.오 후보는 이후 안철수 국민의당 대표와 따로 만나거나 더 큰 야권 계획이 있느냐는 질문엔 즉답을 피했다. 오 후보는 단일화 경쟁을 할 때는 치열했지만 단일 후보가 결정된 다음에는 본인 선거처럼 열심히 뛰어준 안 대표께 진심으로 감사드린다며 시장으로 일하게 된다면 더욱더 자주 뵙게 될 거라 이야기 드리는 게 정확할 것 같다고 말했다.김남균 기자 . 저작권자 서울경제 무단 전재 및 재배포 금지,마지막 유세 마친 오세훈 '내일은 표로 심판하는 날',김남균,0.6202493077015907
6일 한 네티즌이 공개한 오세훈 국민의 후보가 페라가모 구두를 신은 사진. 네티즌은 2006년 9월 21일 동대문 서울패션센터 개관식에 참석한 사진이라고 주장했다.독자 제공.. .15589479793640 박영선 더불어민주당 후보 측이 오세훈 국민의 후보가 과거 내곡동 측량 당시 신은 것으로 추정되는 페라가모 사진이 발견됐다고 주장한 가운데 오 후보는 사진 속 신발은 국산브랜드라고 직접 반박했다... .15670434594650 오 후보는 6일 유세 도중 기자들과 만나 질문을 받자 직접 입장을 밝힐 사안인지 모르겠다. 그 사진을 언뜻 보기만 해도 박 후보가 주장하는 브랜드가 아닌 걸 알 수 있다고 강조했다.박영선 더불어민주당 서울시장 후보는 이날 아침 한 네티즌이 오세훈 국민의 후보가 2006년에도 페라가모 구두를 신은 사진을 공개한 것을 언급하며 네티즌들의 피눈물 나는 노력을 보면서 서울시장에 꼭 당선돼야 되겠구나라는 마음가짐을 다시 한 번 하게 된다고 말했다. ......1.8......0.. . 77 이날 한 인터넷 홈페이지에는 오 후보가 지난 2006년 9월 동대문 서울패션센터 개관식에 참석할 당시 이 구두를 신었다는 증언과 사진이 게재됐다. 한 네티즌은 어제부터 잠도 거의 안 자고 밥도 안 먹고 페라가모 로퍼 검색에 몰두했다. 내곡동 토지 측량이 2005년에 이루어졌으니 시간적으로도 근접하다고 주장했다. 자신이 찾은 사진 속 구두가 오 후보가 내곡동 측량 당시 신고 갔다고 생태탕집 아들이 증언한 그 구두라는 것이다. 생태탕집 아들 씨는 지난 2일 김어준의 뉴스공장에 출연해 오 후보가 그때 페라가모 로퍼를 신고 있었다. 제 것보다 말발굽장식이 조금 크더라고 했다.사진 속 신발에 대해서는 논란이 지속됐다. 페라가모가 아니라 이태리 명품 브랜드인 구찌라는 주장이 대표적이다. 페라가모의 말발굽 장식은 다른 브랜드에 비해 큰 것이 특징인데 오 후보가 신은 신발은 구두 장식이 상대적으로 얇았다. 씨 역시 인터뷰에서 오 후보의 신발 브랜드를 알아본 이유를 묻자 내가 신었던 페라가모보다 말발굽이 커서 기억한다고 설명했다.사진 속 구두의 진위 논란이 커지자 오 후보 측 관계자는 오 후보가 신은 신발은 페라가모가 아니라 국내브랜드 탠디로 안다고 해명했다. 탠디는 1983년 구두 브랜드를 런칭한 피혁회사로 국내 대표적인 수제화 브랜드다.박진용 기자 . 저작권자 서울경제 무단 전재 및 재배포 금지,생태탕 논쟁 종결되나? 오세훈 '페레가모' 사진..알고보니 국산 '탠디',박진용,0.40566075196193196
김종인 국민의 비상대책위원장이 6일 오후 서울 강남 대치역 사거리에서 4.7 서울시장 재보궐선거에 나선 오세훈 후보 지원 유세를 펼치고 있다. 국회사진기자단.. .15589479793640 김종인 국민의 비상대책위원장은 6일 오세훈 서울시장 후보가 더불어민주당 박영선 후보에게 47일 보궐선거에서 큰 격차로 승리할 것이라고 내다봤다... .15670434594650 김 위원장은 이날 강남구에서 오 후보 지원유세를 한 뒤 기자들에게 잘 될 것이라며 우리 오 후보가 승리한다는 것은 확실하게 말씀드린다고 강조했다.김 위원장은 득표율 차이를 어느 정도로 예상하느냐는 크면 클수록 좋겠지만 두 자리 숫자는 나올 것 같다고 전망했다. 적어도 10포인트 이상의 격차로 오 후보가 승리한다는 예측이다. ......1.8......0.. . 77 부산시장 보궐선거에 대해서도 국민의이 이길 것이라고 말했다.김 위원장은 선거가 끝나면 비대위원장직을 그만두기로 한 것과 관련해 소감을 묻자 특별한 게 없다며 약속한 대로 약속을 지키고 가는 것이라고 답했다. 그동안 당 개혁의 성과를 어떻게 보느냐는 질문에는 선거 결과가 말해주는 것 아니겠나라고 말했다.구경우 기자 . 저작권자 서울경제 무단 전재 및 재배포 금지,"김종인 “오세훈 승리 확실, 두 자릿수 차이 난다”",구경우,0.555382546821037
오세훈 국민의 서울시장 후보연합뉴스.. .15589479793640 김진애 전 열린민주당 의원이 포털과 언론 개혁의 필요성을 강조하고 나섰다. 김 전 의원은 6일 자신의 페이스북에 올린 글을 통해 포털을 보는 게 어지럽기만 하다며 이번 선거 끝나고 나면 언론개혁을 본격적으로 해서 포털의 뉴스 순위부터 없애야한다고 말문을 열었다. 그러면서 김 전 의원은 왜 포털에서 댓글 순위 경쟁을 하게 하는 건가 순전히 광고 때문 아닌가라며 쉽게 광고 커미션 먹겠다는 포털의 이익구조를 차단해야 여론조사 공작 기사 공작 조회수 경쟁 클릭 수 경쟁이 줄어들면서 제대로 된 기사들이 나올 수 있다고 목소리를 높였다. 김 전 의원은 또한 어제 박영선오세훈 마지막 토론에 대한 기사들이 한심해서 더욱 간절해지는 포털 개혁과 언론 개혁이라며 어제 토론회는 언급조차 하기 싫다고도 했다. 아울러 김 전 의원은 뻔뻔하고 뺀뺀하고 능글맞고 비야냥거리고 안면몰수에 적반하장까지 카멜레온 오세훈 후보의 현란한 색깔 바꾸기. 그게 저들의 본색이라며 보호색과 과시색을 자유자재로 쓰는. 후보 뿐 아니라 저들의 국회의원들과 방송과 유튜브를 어지럽히는 보수 논객들까지 속지 말자고 적었다. 김진애 전 열린민주당 의원연합뉴스.. .15670434594650 여기에 덧붙여 김 전 의원은 토론에 강한 편인 박영선 후보가 속수무책인 것은 박영선 후보가 상대적으로 올바름의 기준이 높기 때문이라면서 오직 시민의 투표만이 해답이라고 강조했다. 한편 보궐선거를 앞두고 여당 주요 인사들은 일부 언론 보도에 대해 공공연히 불만을 제기하고 있다. 언론 보도가 상대적으로 야당에 유리하게 흐르고 정부여당에는 불리하게 나온다는 주장이다. ......1.8......0.. . 77 이낙연 더불어민주당 상임선대위원장은 5일 성동구청 서울시 1호 코로나19 백신 예방접종센터를 방문한 뒤 페이스북에 글을 올려 백신 접종 시스템이 완벽하다고 자신하며 일부 언론 보도를 향해 날을 세웠다. 이 위원장은 성동구청 접종센터에서 접종 받으신 1500명 가운데 불편을 호소하신 분은 한 분도 계시지 않다며 백신 불안을 퍼뜨리고 증폭시키는 일부 언론이 몹시 개탄스럽다고 적었다. 박영선 민주당 서울시장 후보 역시 이날 오세훈 국민의 후보의 의혹 보도가 충분히 이뤄지지 않는다고 주장했다. 박 후보는 이날 오후 금천구 유세 후 기자들과 만나 오 후보는 내곡동 땅과 관련된 부분에 있어서 석연치 않은 부분이 너무 많다며 언론 보도가 세세하게 안 되는 것도 문제가 있다고 생각한다. 실질적으로 포털에서 사라진 경우도 있었다고 지적했다.박 후보는 지난 4일 도봉구 유세 후에도 오 후보와 관련된 한 언론 보도가 삭제된 것과 관련 언론 왜곡이라고 언급하며 그동안 보수언론들이 얼마큼 왜곡된 기사를 써왔는지 보여주는 단적인 사례라고 했다. 김경훈 기자 . 저작권자 서울경제 무단 전재 및 재배포 금지,"'오세훈, 뻔뻔하고 뺀뺀해' 날 세운 김진애 '속지 말자…시민의 투표만이 해답'",김경훈,0.24072952127985278
47 재보선 오세훈 국민의 서울시장 후보가 6일 오전 서울 자양사거리에서 열린 출근길 유세에서 발언을 마치고 인사하고 있다. 국회사진기자단.. .15589479793640 .. .15670434594650 47 서울시장 보궐선거 본 투표 하루 전인 6일 오세훈 국민의 서울시장 후보가 내일은 대한민국과 서울시민이 승리하는 날이라며 선거운동 막판 스퍼트를 올렸다.오 후보는 이날 자양동 사거리 유세에서 더불어민주당을 정신 차리게 해줘야 우리의 미래가 바뀐다며 7일 본 투표에 꼭 참여해달라고 호소했다. 그는 민주당의 막강한 조직력을 이기려면 우리 모두 투표장으로 나가야 한다며 꼭 투표해서 오세훈에게 기회를 줬으면 좋겠다고 줘 말했다.또 이번 보궐선거의 최대 승부처로 꼽히는 2030 세대와 관련해 젊은 층의 지지가 확연히 피부로 느껴진다며 지난 10년의 서울시 4년의 문재인 정권 행태가 매우 실망스럽고 위선적이어서 젊은이들이 분노한 것으로 생각한다고 말했다. 이어 이런 변화가 오세훈이 잘해서 국민의이 충분히 변화해서 바뀐 지지율이라고 아직은 보기 어렵다며 오세훈에게 기회를 한번 줘보겠지만 일하는 모습이나 결과가 기대에 미치지 못하면 젊은 층의 생각은 또 바뀔 것이라고 했다.오 후보는 이날 서울 강북권 일대를 집중적으로 공략하며 유세를 마무리할 계획이다. 오전에는 광진구를 시작으로 중랑구 노원구를 찾고 이어 오후 들어 강북구와 성북구 종로구 은평구를 찾는다. 끝으로 오 후보는 당 지도부와 함께 서대문구에 위치한 신촌역에서 최종 유세를 펼친다. 이 자리에는 김종인 비상대책위원장 겸 중앙선거대책위원장과 주호영유승민 선대위상임부위원장 나경원 공동선대위원장 안철수 공동선대위원장 등이 참여한다.강지수 인턴기자 . ......1.8......0.. . 77 저작권자 서울경제 무단 전재 및 재배포 금지,'D-1' 막판 표심잡기 나선 오세훈…'4년의 文정권 행태 매우 실망',강지수,0.688864373495952
6일 한 네티즌이 공개한 오세훈 국민의 후보가 페라가모 구두를 신은 사진. 네티즌은 2006년 9월 21일 동대문 서울패션센터 개관식에 참석한 사진이라고 주장했다.독자 제공.. .15589479793640 박영선 더불어민주당 서울시장 후보는 한 네티즌이 오세훈 국민의 후보가 과거 2006년에도 페라가모 구두를 신은 사진을 공개한 것에 대해 네티즌들의 피눈물 나는 노력을 보면서 서울시장에 꼭 당선돼야 되겠구나 라는 마음가짐을 다시 한 번 하게 된다고 6일 밝혔다... .15670434594650 박 후보는 이날 라디오 김어준의 뉴스공장에 출연해 오죽하면 네티즌들이 오 후보 페라가모 로퍼 사진을 찾으려고 밥도 안 먹고 잡도 안 잔다고 말했다.이날 한 인터넷 홈페이지에는 오 후보가 지난 2006년 9월 21일 동대문 서울패션센터 개관식에 참석할 당시 이 구두를 신었다는 증언과 사진이 게재됐다. 이 네티즌은 어제부터 잠도 거의 안 자고 밥도 안 먹고 페라가모 로퍼 검색에 몰두했다며 내곡동 토지 측량이 2005년에 이루어졌으니 시간적으로도 근접했다고 주장했다. ......1.8......0.. . 77 이 구두가 오 후보가 내곡동 측량 당시 신고 갔다고 생태탕집 아들이 증언한 그 구두라는 것이다. 생태탕집 아들 씨는 지난 2일 김어준의 뉴스공장에 출연해 오 후보가 상당히 눈에 띄었던 그 하얀 면바지를 입었다며 저도 그때 페라가모 로퍼를 신고 있었다. 제 것보다 말발굽장식이 조금 크더라고 했다. 더불어민주당 박영선 서울시장 후보가 5일 오후 서울 관악구 신림역 사거리에서 열린 집중 유세에서 시민들과 인사하고 있다.국회사진기자단김인엽 기자 . 저작권자 서울경제 무단 전재 및 재배포 금지,‘오세훈 페라가모 구두' 네티즌이 찾았다…박영선 “서울시장 꼭 당선돼야”,김인엽,0.4405694776894961
오세훈 국민의 서울시장 후보연합뉴스.. .15589479793640 오세훈 국민의 서울시장 후보가 2005년 내곡동 땅 측량 후 자신의 어머니 식당에서 밥을 먹었다고 주장하고 있는 생태탕집 주인의 아들 씨가 16년 전 생태탕 집에 방문한 오세훈 후보 얼굴은 기억나지 않는다라며 당시 옷차림이 기억나는 것이라고 말한 것으로 전해졌다. 당시에는 오 후보를 알아보지 못했다는 주장이다. 6일 중앙일보와 조선 등 보도에 따르면 씨는 그 때는 오 후보인지는 몰랐다면서 최근 어머니랑 통화하면서 그럼 나도 본 것 같다. 그 때 그 사람이 그럼 오세훈이구만이라고 했더니 어머니가 맞다고 했다고 말했다. 그러면서 씨는 2005년에는 오세훈이란 사람에게 관심도 없었다며 그 분이 선글라스를 착용하고 있어서 얼굴이 기억나진 않는다고 했다.한편 씨와 그의 어머니는 씨는 지난 2일 전파를 탄 라디오 김어준의 뉴스공장에 나와 2005년 6월 내곡동 땅 측량 당일 오 후보가 생태탕 집에 왔었다고 주장했다. 씨는 오 후보의 신발이 페라가모였다고 말하기도 했다... .15670434594650 씨는 전날 다시 김어준의 뉴스공장에 출연해 오 후보가 2005년 6월 분명히 생태탕을 먹으러 왔었다고 거듭 주장했다.그러면서 씨는 국민의 측에서 생떼탕이다. 생떼를 쓴다. 어머님이 말을 바꾸었다 이런 걸 보고 상당히 기분이 나쁘다며 있는 이야기를 한 것인데 어머니가 공격받아 화가 나 다시 인터뷰에 나섰다고 말문을 열었다. ......1.8......0.. . 77 앞서 씨의 어머니 씨는 지난달 29일 한 언론과의 인터뷰에서 오세훈이 왔었는지 모른다고 한 이유를 두고 저 혼자라면 나이 먹었으니 괜찮은데 아들 딸한테 피해가 갈까 걱정돼서 그런 것이라고 자신의 발언을 번복했다.씨는 16년 전 일을 기억하는 이유를 묻는 질문에 저희 가게 손님들은 모 회사 분들이 거의 95로 다 정장을 입고 다닌다. 또 동네 주민들은 다 아는 사람들이라고 상황을 설명했다.그러면서 씨는 당시 오 후보에 대해서는 상당히 눈에 띄었던 그 하얀 면바지를 입어 기억이 생생하다고 했다.씨는 또한 당시 오 후보가 신었던 신발을 페라가모 로퍼라고 말했던 것과 관련 저도 그때 페라가모 로퍼를 신고 있었다면서 제 것보다 말발굽이 조금 크더라고 지난날을 떠올렸다.아울러 씨는 워낙에 하체가 긴 분이라 상당히 매력을 느꼈다고도 했다.김경훈 기자 . 저작권자 서울경제 무단 전재 및 재배포 금지,"'오세훈, '페라가모' 신었다'던 생태탕집 아들 '당시 얼굴이 기억나지는 않아'",김경훈,0.46223055171611593
오세훈 국민의 서울시장 후보연합뉴스.. .15589479793640 더불어민주당이 오세훈 국민의 서울시장 후보의 내곡동 땅 투기 의혹에 대한 문제제기를 이어가는 가운데 생태탕 식당 주인의 아들 씨가 오 후보를 봤다고 거듭 주장하고 있는 것과 관련 윤건영 민주당 의원이 즉시 3자 대면에 응하라고 오 후보를 정조준했다. 윤 의원은 5일 자신의 페이스북을 통해 오 후보와의 대질신문을 요청해 달라는 씨 주장을 다룬 기사를 공유한 뒤 언제는 후보 사퇴까지 거론하며 당당하더니 지금은 피하기만 한다. 떳떳하지 못한 이유가 무엇인가라며 이렇게 주장했다. 그러면서 윤 의원은 언론 보도에 따르면 공익 제보자가 3자 대면에 응한다고 했다며 오 후보가 먼저 이야기한 것이니 이유 불문 즉각 만나면 진실을 밝힐 수 있다. 누가 거짓말을 했는지 이제 끝내자고도 적었다. 윤 의원은 또한 김종인 위원장은 측량팀장 식당주인 등의 증언을 두고 다 기획된 일이라고 한다. 손바닥으로 하늘을 가리는 격이라면서 공직에 나서겠다는 사람은 자신을 둘러싼 의혹에 성실히 답할 의무가 있다고 거듭 오 후보를 정면으로 겨냥했다. 아울러 윤 의원은 기획이라 치부하고 잔머리를 굴릴 수록 사태는 더 커질 뿐이라면서 즉각적인 3자 대면을 촉구한다고 비판의 수위를 끌어올렸다. 한편 씨는 오 후보가 2005년 6월 분명히 생태탕을 먹으러 왔었다고 거듭 주장했다. 윤건영 더불어민주당 의원연합뉴스.. .15670434594650 지난 2일 전파를 탄 교통방송 김어준의 뉴스공장에 나왔던 씨는 이날 다시 출연해 국민의 측에서 생떼탕이다. 생떼를 쓴다. 어머님이 말을 바꾸었다 이런 걸 보고 상당히 기분이 나쁘다며 있는 이야기를 한 것인데 어머니가 공격받아 화가 나 다시 인터뷰에 나섰다고 말문을 열었다.앞서 씨의 어머니 씨는 지난달 29일 한 언론과의 인터뷰에서 오세훈이 왔었는지 모른다고 한 이유를 두고 저 혼자라면 나이 먹었으니 괜찮은데 아들 딸한테 피해가 갈까 걱정돼서 그런 것이라고 자신의 발언을 번복했다. ......1.8......0.. . 77 씨는 16년 전 일을 기억하는 이유를 묻는 질문에 저희 가게 손님들은 모 회사 분들이 거의 95로 다 정장을 입고 다닌다. 또 동네 주민들은 다 아는 사람들이라고 상황을 설명했다.그러면서 씨는 당시 오 후보에 대해서는 상당히 눈에 띄었던 그 하얀 면바지를 입어 기억이 생생하다고 했다.씨는 또한 당시 오 후보가 신었던 신발을 페라가모 로퍼라고 말했던 것과 관련 저도 그때 페라가모 로퍼를 신고 있었다면서 제 것보다 말발굽이 조금 크더라고 지난날을 떠올렸다.아울러 씨는 워낙에 하체가 긴 분이라 상당히 매력을 느꼈다고도 했다.한편 전날 한겨레와의 인터뷰에서 5일 오전 서울시청 앞에서 기자회견을 열어 명명백백히 사실을 밝히겠다던 씨는 돌연 기자회견을 보류했다. 이번 기자회견을 주관한 안진걸 민생경제연구소장은 이날 씨가 원래 어제까지 하려고 했는데 도저히 무서워서 할 수가 없다고 오늘 오전 연락을 줬다고 상황을 전했다. 그러면서 안 소장은 지금 국민의이 압박하고 악플에 시달리고 해코지를 당할까봐 씨가 너무 들어한다면서 그래서 기자회견 계획을 변경한 것이라고도 했다. 안 소장은 또한 조수진 의원이 생떼탕이라고 우기고 국회의원들이 나서서 공격하는데 평범한 사람들이 얼마나 들겠느냐면서 씨의 지인들도 오세훈이 되면 어쩌려고 그러느냐며 걱정을 많이 하나보다라고 말했다. 아울러 안 소장은 기자회견 취소는 아니다. 정확히는 기자회견 계획을 변경한 것이라면서 앞으로 기자회견을 할 수도 있고 못할 수도 있다고도 했다. 김경훈 기자 . 저작권자 서울경제 무단 전재 및 재배포 금지,'오세훈 분명히 봤다' 생태탕집 아들 주장에 윤건영 '즉각적인 3자대면 촉구',김경훈,0.3515291739535834
오세훈 국민의 서울시장 후보가 5일 서울 동작구 장승배기역 앞에서 유세차량에 올라 지지를 호소하고 있다.권욱 기자.. .15589479793640 47 서울시장 보궐선거를 이틀 앞두고 선거 유세에 나선 오세훈 국민의 서울시장 후보는 5일 연설 대부분을 청년층 지지에 할애했다. 오 후보는 평소 연설에서 문재인 정부를 강도 높게 비판하며 정권 심판론에 주력했는데 이날은 청년들을 위한 정치를 하겠다는 메시지 전달에 집중하는 모양새였다.오 후보는 이날 오후 5시 45분께 서울시 동작구 장승배기역 앞에 마련된 1톤짜리 유세차량에서 오 후보 지지 연설을 하던 20살 청년의 등을 두드리며 차량에 올랐다. 이어 자신을 26살 대학원생이라고 밝힌 청년이 연설을 마치자 오 후보는 이들을 양 옆에 대동하고 유세 연설을 시작했다. 오 후보는 지지 연설 해주는 청년들을 보면 너무나 고맙고 두렵다며 이 청년들은 정치적 성향이 특별하게 정해져 있지 않다는 게 눈에 보인다고 했다. 이어 젊은 친구들을 실망시키지 않는 그래서 대한민국 미래를 새롭게 열어갈 초석을 쌓는 서울 시장이 되고 싶다고 말했다... .15670434594650 오 후보는 연설 상당 부분에 지금까지 국민의 유세차량에 오른 청년들의 지지 연설을 인용했다. 오 후보는 국민의을 좋아하거나 지지해서가 아니라 형편 없이 굴러가는 대한민국 정치를 보고 덜 무능해 보이는 쪽에 기회를 주는 것이니 지켜 보고 다음에 또 결정하겠다고 말하는 젊은 친구의 이야기를 듣고 등골이 오싹해졌다고 했다. 서울시장 보궐선거를 이틀 앞둔 5일 박영선 더불어민주당 서울시장 후보와 오세훈 국민의 서울시장 후보가 각각 관악구 신림역 사거리와 강서구 등촌역 인근에서 시민들과 인사하고 있다.권욱 기자 ......1.8......0.. . 77 오 후보는 이날 밤 7시 20분께 송파구 국민은행 잠실중앙지점 앞 유세에서도 비슷한 모습을 연출했다. 오 후보는 앞선 20살 대학생과 27살 직장인의 지지 연설이 끝나자 이들 사이에 서서 자신의 연설을 이어갔다. 오 후보는 국민의을 뽑되 지켜보겠다는 청년들의 시험에 꼭 합격해서 서울시를 바로 세우고 대한민국을 공정과 상생의 나라로 만들어 청년들에게 계속해서 지지 받을 수 있는 기초를 닦아 보겠다고 밝혔다. 이어 그는 젊은이들은 공정과 상생에 목말라 있다며 제가 서울시에 들어가면 반드시 국민의이 왜 따뜻한 보수이고 혁신 우파인지 보여드리겠다고 말했다.오 후보가 이날 하루 청년을 위한 정치를 외치고 다닌 이유는 국민의에 대한 청년 지지세를 확실하게 다지기 위함으로 풀이된다. 최근 오 후보는 박영선 더불어민주당 서울시장 후보가 청년 대중교통 요금도 40 할인 등 청년 정책을 내놓자 저급한 정책이라 맹폭하기도 했다. 오 후보는 송파구 유세가 끝나고 기자들과 만난 자리에서 오늘 유세가 청년에 집중된 이유가 무엇이냐는 질문에 청년들의 생각은 정치색에 영향 받지 않고 객관적이고 냉정하다며 청년층의 지지가 오세훈으로 향할 수 있도록 앞으로 더욱더 정진하겠다고 답했다. 오세훈 국민의 서울시장 후보가 5일 서울 송파구 국민은행 잠실중앙점 앞에서 유세차량에 올라 지지를 호소하고 있다.사진제공오세훈 후보 캠프한편 오 후보는 다음날 강행군을 고려했는지 담담한 목소리를 유지하며 전열을 가다듬는 모양새였다. 이날 동원된 유세차량도 오 후보가 유세할 때 주로 사용하는 5톤 트럭이 아닌 1톤 트럭이었다. 오 후보는 보궐선거를 하루 앞둔 내일6일 오전 8시부터 오후 9시 40분까지 12시간이 넘는 유세 일정이 잡혀있다. 특히 6일 오후 6시에 예정된 서울시 서대문구 신촌역 유세에는 김종인 국민의 비상대책위원장 안철수 국민의당 대표 유승민 전 의원 나경원 전 의원 등 야권 주요 인사가 총출동한다.김남균 기자 . 저작권자 서울경제 무단 전재 및 재배포 금지,"'청년, 청년, 청년' 외치며 전열 가다듬은 오세훈",김남균,0.6874228753368357
오세훈 국민의 서울시장 후보.사진제공국민의 선대위.. .15589479793640 결식아동들이 시에서 지원하는 꿈나무카드로 밥 먹을 수 있는 식당이 부족합니다. 서울시장이 되면 아이들이 따뜻한 밥을 배부르게 먹을 수 있도록 하겠습니다... .15670434594650 오세훈사진 국민의 서울시장 후보는 5일 서울경제와 가진 인터뷰에서 결식아동 지원 사업인 꿈나무카드의 사용처를 대폭 늘리겠다는 복지 공약을 추가로 밝혔다. 오 후보는 인터뷰에서 유세 현장을 다니면서 꿈나무카드를 사용할 식당이 적어 아이들이 이용하기가 불편하다고 한다며 그래서 실제로 따져보니 서울시 식당이 8만여 곳인데 결식아동이 꿈나무카드로 쓸 수 있는 곳은 5909곳에 불과한 것을 알았다고 설명했다. 이어 지원 예산367억 원을 어디에서 썼는지 분석해보니 지난해 75.2가 편의점과 제과점 등이었다며 즉석 음식으로 끼니를 때운다고 생각하니 마음이 아팠다고 말했다.그러면서 오 후보는 저도 어린 시절 가난한 가정에서 제대로 밥을 못 먹고 자랐고 그래서 결식아동을 지원하는 꿈나무카드도 제가 서울시장이던 2009년에 만든 것이라며 서울시장이 되면 결식아동들이 따뜻한 밥을 먹을 수 있게 사용 식당을 늘리는 등 지원 방안을 찾겠다고 강조했다. ......1.8......0.. . 77 오 후보는 또 주택문제는 반드시 풀겠다며 재차 부동산 문제 해결에 대한 의지를 밝혔다. 그는 현장에서 말씀을 들어보니 서울시민분들이 거창한 것을 원하시지 않았다. 가족이 살 수 있는 집을 구하고 청년층은 직장을 다니면서 전셋집이라도 얻어서 결혼하는 것을 원한신다. 그런데 요즘은 그런 기초적인 것들이 흔들리고 있다고 꼬집었다. 그러면서 집값이 너무 비싸고 전셋집이 없고 결혼도 못하고 자녀도 낳지 못한다며 규제를 풀어 주택 공급을 늘려 이 문제를 해결하면 도시 경쟁력이 살고 좋은 기업들도 많이 들어와 좋은 일자리도 많이 생길 것이라고 말했다.오 후보는 시장직 사퇴 이후 10년간 많이 반성했다고 자세를 낮췄다. 그러면서 현 정권에 대한 민심의 분노는 심각한 수준이라며 이제는 시민들께서 저에게 10년 전 이야기는 전혀 묻지 않으신다. 잘해달라고 응원하시는 말들을 서울시장이 된다면 잊지 않고 실천하겠다고 강조했다.오 후보는 마지막으로 야권 혁신도 약속했다. 그는 이번 서울시장 선거에서 야권이 승리해도 앞으로 더 많은 혁신을 하지 못하면 내년 대선에서 국민들이 등을 돌릴 것으로 내다봤다. 오 후보는 국민들께서 현 정부에 대한 정권 심판 의지가 확실하시지만 우리 국민의을 수권 정당으로 인정해주실지는 확신하지 못하신다는 게 현장을 다니면서 느낀 솔직한 제 심정이라며 유능한 정당 깨끗한 정당 책임질 줄 아는 정당이 돼야 국민들 마음속에 대안 정당으로 자리매김할 수 있다고 말했다.구경우 기자 . 저작권자 서울경제 무단 전재 및 재배포 금지,오세훈 '결식아동 식당 늘리겠다',구경우,0.5368199225085846
